product url,ASIN,title,price,total ratings,out of 5
https://amazon.in//sspa/click?ie=UTF8&spc=MTo3Nzc3NDY0MTUzMzYwMTk0OjE2NzgwMzkxNDU6c3BfbXRmOjIwMDQxNzU5NTU3NTk4OjowOjo&url=%2FApple-AirTag-Leather-Loop-Saddle%2Fdp%2FB0932PNC7S%2Fref%3Dsr_1_27_sspa%3Fkeywords%3Dsmart%2Btag%26qid%3D1678039145%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B0932PNC7S,Apple AirTag Leather Loop - Saddle Brown,"₹3,990","14,054",4.3 out of 5 stars
https://amazon.in//sspa/click?ie=UTF8&spc=MTo3Nzc3NDY0MTUzMzYwMTk0OjE2NzgwMzkxNDU6c3BfbXRmOjIwMDgxMTMxNTI4Nzk4OjowOjo&url=%2FAirtag-Compatible-Case-Leather-Brown%2Fdp%2FB09D9C266M%2Fref%3Dsr_1_28_sspa%3Fkeywords%3Dsmart%2Btag%26qid%3D1678039145%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B09D9C266M,"Crysendo Keychain, Airtag Keychain | Compatible with Apple Airtags, Air Tag Apple, Apple Tag | Key Ring Holder Case Shockproof Anti-Fall Dust Proof (Airtag Not Included) (Leather Brown)",₹449,32,3.7 out of 5 stars
https://amazon.in//TAGG-Verve-Smartwatch-Real-Time-Waterproof/dp/B09HHCJ2CK/ref=sr_1_29?keywords=smart+tag&qid=1678039145&sr=8-29,B09HHCJ2CK,"TAGG Verve NEO Smartwatch 1.69"" HD Display | 60+ Sports Modes | 10 Days Battery | 150+ Maximum Watch Face Library | Waterproof | 24 * 7 HeartRate & Blood Oxygen Tracking | Games & Calculator | Black","₹1,499","12,468",3.9 out of 5 stars
https://amazon.in//CROGIE-Tracker-Locator-Wireless-Locating/dp/B0B7845D4H/ref=sr_1_30?keywords=smart+tag&qid=1678039145&sr=8-30,B0B7845D4H,CROGIE DX1 Smart Tracker Key Finder Locator Anti Lost Wireless Anti Lost Alarm Sensor Device Finder Mini PET for Kids Locating Phone Keys Wallets Luggage Item Finder,₹239,4,4.1 out of 5 stars
https://amazon.in//BONIFA-Tracking-Keychain-Anti-Lost-Shutter-01/dp/B0BS744YK9/ref=sr_1_31?keywords=smart+tag&qid=1678039145&sr=8-31,B0BS744YK9,BONIFA Smart Key Finder Locator GPS Tracking Device for Kids Boys Girls Pets Cat Dog Keychain Wallet Luggage Anti-Lost Tag Alarm Reminder Selfie Shutter.-01,₹219,,
https://amazon.in//TAGG-Kronos-Smartwatch-Waterproof-Calculator/dp/B0B59XYKJT/ref=sr_1_32?keywords=smart+tag&qid=1678039145&sr=8-32,B0B59XYKJT,"TAGG Kronos Lite Full Touch Smartwatch with 1.3 Display & 60+ Sports Modes, Waterproof Rating, Sp02 Tracking, Live Watch Faces, 7 Days Battery, Games & Calculator Midnight Black, Free Size","₹1,399",966,3.8 out of 5 stars
https://amazon.in//Wireless-A8-Tracker-Monitoring-Luggage/dp/B0BMLJM8MG/ref=sr_1_33?keywords=smart+tag&qid=1678039145&sr=8-33,B0BMLJM8MG,"Wireless A8 GPS Tracker with Secret Voice Monitoring for Car, Bike, Kids School Bag, Women and Elders, Truck, Bus & Luggage (Android & iOS) app","₹1,299",4,2.2 out of 5 stars
https://amazon.in//Tracking-Keychain-Anti-Lost-Reminder-Shutter/dp/B0BJYDNF7H/ref=sr_1_34?keywords=smart+tag&qid=1678039145&sr=8-34,B0BJYDNF7H,ALM Smart Key Finder Locator GPS Tracking Device for Kids Boys Girls Pets Cat Dog Keychain Wallet Luggage Anti-Lost Tag Alarm Reminder Selfie Shutter.(1 Piece),₹189,,
https://amazon.in//TAGG-Connect-Smartwatch-Resolution-Calculator/dp/B0B5S4VR5T/ref=sr_1_35?keywords=smart+tag&qid=1678039145&sr=8-35,B0B5S4VR5T,"TAGG Connect Max Smartwatch with 1.80"" Biggest Display & Advanced Calling | Fast Charging | 320 * 385px Resolution | 150+ WatchFace | Qwik Connect | HR, SPO2, SOS, Games, Calculator & More, Black","₹2,299",676,3.8 out of 5 stars
https://amazon.in//TAGG-Verve-Smartwatch-Waterproof-Calculator/dp/B09WB54TH4/ref=sr_1_36?keywords=smart+tag&qid=1678039145&sr=8-36,B09WB54TH4,TAGG Verve NEO Smartwatch 1.69’’ HD Display | 60+ Sports Modes | 10 Days Battery | 150+ Maximum Watch Face Library | Waterproof | 24 * 7 HeartRate & Blood Oxygen Tracking | Games & Calculator | Grey,"₹1,499","12,468",3.9 out of 5 stars
https://amazon.in//sspa/click?ie=UTF8&spc=MTo3Nzc3NDY0MTUzMzYwMTk0OjE2NzgwMzkxNDU6c3BfYnRmOjIwMDc5MDkyOTkyMzk4OjowOjo&url=%2FRAEGR-Silicone-Compatible-Attchment-Protective%2Fdp%2FB09BNQG5X3%2Fref%3Dsr_1_37_sspa%3Fkeywords%3Dsmart%2Btag%26qid%3D1678039145%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA2KI5LQXE2GAQZ,B09BNQG5X3,"RAEGR AirTags Loop, Silicone Case Compatible with AirTag (2021) with Loop Attchment, Soft and Flexible Tag Holder, Portable Protective Cover, Keeps Signal Strong - White RG10222 (AIRTAG NOT Included)",₹499,15,3.6 out of 5 stars
https://amazon.in//sspa/click?ie=UTF8&spc=MTo2ODA2Nzk0OTA5MzEyODQ4OjE2NzgwMzkxNTA6c3BfYXRmX25leHQ6MjAwNzI1Mzk0MTk2MDE6OjA6Og&url=%2Ftag8-Bluetooth-Anti-Lost-Anti-Theft-Separation%2Fdp%2FB093ZVG7LB%2Fref%3Dsr_1_33_sspa%3Fkeywords%3Dsmart%2Btag%26qid%3D1678039150%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,B093ZVG7LB,"tag8 Dolphin Smart Tracker, Mini Bluetooth Tag to Locate Item in Approximate Range, Alternative to GPS Tracker, Works with Android & Apple Device, Key, Bag, Phone & Wallet Finder, Pack 2, White","₹2,464",231,3.1 out of 5 stars
https://amazon.in//sspa/click?ie=UTF8&spc=MTo2ODA2Nzk0OTA5MzEyODQ4OjE2NzgwMzkxNTA6c3BfYXRmX25leHQ6MjAwNDE3NTk1NTgxOTg6OjA6Og&url=%2FApple-AirTag-Leather-Key-Ring%2Fdp%2FB099BH7D85%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Dsmart%2Btag%26qid%3D1678039150%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,B099BH7D85,Apple AirTag Leather Key Ring - Forest Green,"₹3,590","14,054",4.3 out of 5 stars
https://amazon.in//TAGG-Smartwatch-Crystal-Activity-Waterproof/dp/B09SFYY5N3/ref=sr_1_35?keywords=smart+tag&qid=1678039150&sr=8-35,B09SFYY5N3,"TAGG Kronos II Smartwatch with 1.32"" Large Crystal HD Display, 360° Health Suite, Activity Tracker, 24 Sports Modes, Live Watch Faces, Sleep Monitor, IP67 Waterproof (Silver Black)","₹1,699",966,3.8 out of 5 stars
https://amazon.in//Apple-MX532ZMA-New-AirTag/dp/B0935DN1BN/ref=sr_1_36?keywords=smart+tag&qid=1678039150&sr=8-36,B0935DN1BN,New Apple AirTag,"₹3,490","54,014",4.4 out of 5 stars
https://amazon.in//ELECTROPRIME-TK4100-EM4100-Protection-Security/dp/B07WH2VZS4/ref=sr_1_37?keywords=smart+tag&qid=1678039150&sr=8-37,B07WH2VZS4,ELECTROPRIME 1335 TK4100/EM4100 Smart Tags RFID Tag Protection RFID Label Security Safety,"₹1,790",,
https://amazon.in//QOCXRRIN-Bluetooth-4-0-Anti-Theft-Smartphone/dp/B09T7C7MBS/ref=sr_1_38?keywords=smart+tag&qid=1678039150&sr=8-38,B09T7C7MBS,QOCXRRIN Wireless Bluetooth 4.0 Anti-Lost Anti-Theft Alarm Device Tracker GPS Locator Key/Dog/Kids/Wallets Finder Tracer w/Camera Remote Shutter & Recording for All Smartphone Devices.(1 pcs.),₹159,50,2.8 out of 5 stars
https://amazon.in//TAGG-Verve-Connect-Smartwatch-Protection/dp/B0B56WM84H/ref=sr_1_39?keywords=smart+tag&qid=1678039150&sr=8-39,B0B56WM84H,"TAGG Verve Connect Ultra 1.78"" AMOLED Display Bluetooth Calling Smartwatch | Always on Display | Password Protection| Functional Crown | 120+ Sports Mode | HR; SPO2; Games; Calculator & More | Black","₹3,199",716,3.9 out of 5 stars
https://amazon.in//QOCXRRIN-Bluetooth-Anti-Lost-Anti-Theft-GPS/dp/B09SGQ7KSF/ref=sr_1_40?keywords=smart+tag&qid=1678039150&sr=8-40,B09SGQ7KSF,QOCXRRIN Wireless Bluetooth 4.0 Anti-Lost Anti-Theft Alarm Device Tracker GPS Locator Key/Dog/Kids/Wallets Finder Tracer w/Camera Remote Shutter & Recording for Phone Pad & Android.(1 PCS.),₹189,107,3.1 out of 5 stars
https://amazon.in//Compact-Tracking-Attached-Anti-Lost-Reminder/dp/B0BS1H32ZM/ref=sr_1_41?keywords=smart+tag&qid=1678039150&sr=8-41,B0BS1H32ZM,EPITHI Smart Compact Key Finder Locator Tracking Device for Kids Boys Girls Pets Cat Dog Key Chain Attached Wallet Luggage Anti-Lost Tag Alarm Reminder Selfie Shutter,₹219,,
https://amazon.in//Taguard%C2%AE-Solution-Enabled-Missing-Vaccination/dp/B09LML3THV/ref=sr_1_42?keywords=smart+tag&qid=1678039150&sr=8-42,B09LML3THV,"Taguard® NFC Smart Pet Tag , Key Chain NFC Tag (Set of 1) - High Memory 144 Bytes NXP NTAG213 chip - Compatible with All NFC Phones.",₹399,3,5.0 out of 5 stars
https://amazon.in//V88R%C2%AEMini-GPS-Tracking-Device-Personal/dp/B0B6RC2F83/ref=sr_1_43?keywords=smart+tag&qid=1678039150&sr=8-43,B0B6RC2F83,V88R®Mini GPS Tracker GF-07 New Small Size GF07 GPS Tracker Long Battery GPS Tracking Device Personal Kids Pet Smart,"₹1,099",9,2.3 out of 5 stars
https://amazon.in//REBONICX-Bluetooth-Anti-Lost-Anti-Theft-Recording/dp/B0BMTD7FK4/ref=sr_1_44?keywords=smart+tag&qid=1678039150&sr=8-44,B0BMTD7FK4,REBONICX CZ Wireless Bluetooth 4.0 Anti-Lost Anti-Theft Alarm Device Tracker GPS Locator Key/Dog/Kids/Wallets Finder Tracer w/Camera Remote Shutter & Recording for iPhone iPad & Android.,₹149,4,3.3 out of 5 stars
https://amazon.in//BLAXSTOC-Tracking-Keychain-Anti-Lost-Reminder/dp/B0BHSHBG5P/ref=sr_1_45?keywords=smart+tag&qid=1678039150&sr=8-45,B0BHSHBG5P,BLAXSTOC GPS-456 Tracking Device Smart Key Finder Locator GPS Tracking Device for Kids Boys Girls Pets Cat Dog Keychain Wallet Luggage Anti-Lost Tag Alarm Reminder Selfie Shutter with Matel Key Holder Hook Free,₹159,31,2.8 out of 5 stars
https://amazon.in//CYRILL-Spigen-Collar-Leather-Accessory/dp/B08C9MY9JV/ref=sr_1_46?keywords=smart+tag&qid=1678039150&sr=8-46,B08C9MY9JV,CYRILL Spigen AirTag Keychain Dog Collar Holder Color Brick with Vegan Leather Loop Strap Accessory for Cat Pet Puppy [2 Pack - 1 Dusk / 1 Cream] Designed for AirTag Case Cover (2021) - Dusk & Cream [2 Pack],"₹1,099",105,4.3 out of 5 stars
https://amazon.in//Location-Enabled-Smart-Luggage-Tags-Web-Enabled/dp/B08141JQRL/ref=sr_1_47?keywords=smart+tag&qid=1678039150&sr=8-47,B08141JQRL,Location-Enabled Smart Luggage Tags - 2 Unique Large Web-Enabled Smart ID Tags for Luggage,,,
https://amazon.in//Dr-Trust-Signature-FingerTip-resistant/dp/B072X7K4K4/ref=sr_1_48?keywords=smart+tag&qid=1678039150&sr=8-48,B072X7K4K4,Dr Trust Signature Series Finger Tip Pulse Oximeter With Audio Visual Alarm (Midnight Black)- 201,"₹1,289","16,136",4.4 out of 5 stars
https://amazon.in//Prism-Tapper-Digital-Business-Card/dp/B09XQXR9JB/ref=sr_1_49?keywords=smart+tag&qid=1678039150&sr=8-49,B09XQXR9JB,"Hej Prism Tapper Digital Business Card - Smart NFC Sticker Tag - Instantly Share Contact Info, Social Media Account, Payment, Apps & More - Compatible with iPhone and Android - Features NFC Tap",₹499,,
https://amazon.in//TAGG-Verve-Smartwatch-Resistant-Calculator/dp/B0BDYNRCRC/ref=sr_1_50?keywords=smart+tag&qid=1678039150&sr=8-50,B0BDYNRCRC,TAGG Verve Max II 1.83” Biggest Display Smartwatch with Metal Body | Smart QR Codes to Receive Payments || 120+ Sports Mode | 7 Days Long Battery || Water Resistant || in Build Calculator and Games,"₹1,899","12,468",3.9 out of 5 stars
https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MDUzMjI5NzM5MjIyNDM3OjE2NzgwMzkxNTQ6c3BfYXRmX25leHQ6MjAwNzI1Mzk0MTk1MDE6OjA6Og&url=%2Ftag8-Dolphin-Smart-Tracker-Pack%2Fdp%2FB08HM514GJ%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dsmart%2Btag%26qid%3D1678039154%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,B08HM514GJ,"tag8 Dolphin Smart Tracker, Mini Bluetooth Tag to Locate Item in Approximate Range, Alternative to GPS Tracker, Works with Android & Apple Device, Key, Bag, Phone & Wallet Finder, Pack 2, Black","₹2,499",231,3.1 out of 5 stars
https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MDUzMjI5NzM5MjIyNDM3OjE2NzgwMzkxNTQ6c3BfYXRmX25leHQ6MjAwNDE3NTk1NTg0OTg6OjA6Og&url=%2FApple-AirTag-Leather-Loop-California%2Fdp%2FB099BW61RJ%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dsmart%2Btag%26qid%3D1678039154%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,B099BW61RJ,Apple AirTag Leather Loop - California Poppy,"₹3,990","14,054",4.3 out of 5 stars
https://amazon.in//TAGG-Engage-Smartwatch-Technology-Calculator/dp/B0BDYR2LP5/ref=sr_1_51?keywords=smart+tag&qid=1678039154&sr=8-51,B0BDYR2LP5,"TAGG Engage Lite Advanced Calling Smartwatch with Split Screen Function | Single Chip Technology | Fast Charge 10 min = 1 Day Usage | AI Voice Assistant | Built-In Games, Calculator, Stopwatch & Timer","₹1,824",444,3.9 out of 5 stars
https://amazon.in//Tracker-Device-Recording-Magnetic-Tracking/dp/B0BCYS9S2H/ref=sr_1_52?keywords=smart+tag&qid=1678039154&sr=8-52,B0BCYS9S2H,"GPS Tracker Device with Voice Recording , Magnetic Real Time Tracking GPS Tracker for Kids Safety ,Bikes, Cars, Elders & Pets","₹1,045",16,2.7 out of 5 stars
https://amazon.in//TYROCX-Tracking-Anti-Lost-Shutter-Multicolor/dp/B0B2M1VDHB/ref=sr_1_53?keywords=smart+tag&qid=1678039154&sr=8-53,B0B2M1VDHB,TYROCX Smart Key Finder Locator GPS Tracking Device for Kids Boys Girls Pets Cat Dog Keychain Wallet Luggage Anti-Lost Tag Alarm Reminder Selfie Shutter.-(Multicolor),₹199,11,3.6 out of 5 stars
https://amazon.in//Sounce-Bluetooth-Control-Compatible-BTCTROL/dp/B0922XL7SH/ref=sr_1_54?keywords=smart+tag&qid=1678039154&sr=8-54,B0922XL7SH,Sounce Shutter Remote Control with Bluetooth Wireless Technology - Create Amazing Photos and Videos Hands-Free - Works with Most Smartphones and Tablets (iOS and Android) (Black),₹169,"2,672",4.4 out of 5 stars
https://amazon.in//ZOBRAS-Tracking-Keychain-Anti-Lost-Reminder/dp/B09X4BHXQJ/ref=sr_1_55?keywords=smart+tag&qid=1678039154&sr=8-55,B09X4BHXQJ,ZOBRAS Smart Key Finder Locator GPS Tracking Device for Kids Boys Girls Pets Cat Dog Keychain Wallet Luggage Anti-Lost Tag Alarm Reminder Selfie Shutter.,₹249,12,2.5 out of 5 stars
https://amazon.in//Two-Way-Anti-Lost-Bluetooth-Tracker-Finder/dp/B0B14PXKCY/ref=sr_1_56?keywords=smart+tag&qid=1678039154&sr=8-56,B0B14PXKCY,3NH® Smart Tag Two-Way Anti-Lost Bluetooth Tracker Child Wallet Key Finder- Pink| 1463,"₹3,339",,
https://amazon.in//Dell-Wireless-Keyboard-Mouse-Spill-Resistant/dp/B09T3H12GV/ref=sr_1_57?keywords=smart+tag&qid=1678039154&sr=8-57,B09T3H12GV,"Dell USB Wireless Keyboard and Mouse Set- KM3322W, Anti-Fade & Spill-Resistant Keys, up to 36 Month Battery Life, 3Y Advance Exchange Warranty, Black","₹1,299","34,524",4.2 out of 5 stars
https://amazon.in//Trigona-Holder-Retractable-Pulley-Stylish/dp/B0BJ2PBGGH/ref=sr_1_58?keywords=smart+tag&qid=1678039154&sr=8-58,B0BJ2PBGGH,Trigona | ID Card Holder | Retractable ID Card Holder and Badge Holder | ID Card Pulley for Office | Stylish I D Card Holder,₹299,2,5.0 out of 5 stars
https://amazon.in//tag8-Approved-Anti-Theft-Bluetooth-Location/dp/B093PTG6XP/ref=sr_1_59?keywords=smart+tag&qid=1678039154&sr=8-59,B093PTG6XP,"tag8 Dolphin Bluetooth Smart Padlock (Pack-1), Bag, Luggage and Suitcase Lock with Alarm, TSA-Compliant Suitcase Lock and Locker Lock, Keyless and Code-Less, Unlock via Phone App, Silver","₹2,499",48,3.5 out of 5 stars
https://amazon.in//TAGG-Smartwatch-Waterproof-Heart-Rate-Calculator/dp/B09SFZNG22/ref=sr_1_60?keywords=smart+tag&qid=1678039154&sr=8-60,B09SFZNG22,"TAGG Verve MAX Smartwatch || 1.78'' Large Hi-Res Display || 24 Sports Modes, Waterproof || Heart-Rate, Blood Oxygen & BP Monitor || Live Watch Faces, in-App GPS, Calculator and Games || Silver Grey","₹1,699",656,3.6 out of 5 stars
https://amazon.in//TROXXON-Tracking-Keychain-Anti-Lost-Reminder/dp/B0BFJ87DRY/ref=sr_1_61?keywords=smart+tag&qid=1678039154&sr=8-61,B0BFJ87DRY,TROXXON CX3 Very Smart Key Finder Locator GPS Tracking Device for Kids Boys Girls Pets Cat Dog Keychain Wallet Luggage Anti-Lost Tag Alarm Reminder Selfie Shutter,₹169,,
https://amazon.in//TILE-RE-21001-Tile-Pro-Pack/dp/B07W87124X/ref=sr_1_62?keywords=smart+tag&qid=1678039154&sr=8-62,B07W87124X,Tile Pro (2020) - 1 Pack,"₹4,331","16,044",4.5 out of 5 stars
https://amazon.in//ACESHLEY-Silicone-Smartwatch-Buckle-ColorFit/dp/B0B7JYG1L1/ref=sr_1_63?keywords=smart+tag&qid=1678039154&sr=8-63,B0B7JYG1L1,"ACESHLEY 19mm Soft Silicone Smartwatch Band, Color Metal Buckle Strap for Noise ColorFit Pulse, ColorFit Pro 2/Oxy, Noise ColorFit Beat, Boat Storm Smart Watch (19MM, Black)",₹299,376,3.6 out of 5 stars
https://amazon.in//ELECTROPRIME-Bluetooth-Finder-Tracer-Locator/dp/B07WTP5D1B/ref=sr_1_64?keywords=smart+tag&qid=1678039154&sr=8-64,B07WTP5D1B,ELECTROPRIME Bluetooth Smart Tag Finder Tracer Child Pet GPS Locator Alarm Wallet Key Tr W1F9,"₹1,690",,
https://amazon.in//LINQS-Multicolor-Luggage-Tag/dp/B00U1175AG/ref=sr_1_65?keywords=smart+tag&qid=1678039154&sr=8-65,B00U1175AG,LINQS® AmILost Smart NFC & QR Code Lost & Found Tag,₹350,5,2.8 out of 5 stars
https://amazon.in//OrganicDews-Liquid-Seaweed-Extract-Measuring/dp/B00VASGL7W/ref=sr_1_66?keywords=smart+tag&qid=1678039154&sr=8-66,B00VASGL7W,OrganicDews Liquid Seaweed Concentrate for Plants 250 ml with Measuring Cup 25 ml Fertilizer for All Indoor and Outdoor Plants,₹255,"15,233",4.2 out of 5 stars
https://amazon.in//sspa/click?ie=UTF8&spc=MToxODY5NTExNzA2MzYyMjA5OjE2NzgwMzkxNTg6c3BfYXRmX25leHQ6MjAxMDUwMjM4NTA4OTg6OjA6Og&url=%2Ftag8-Dolphin-Smart-Tracker-Black%2Fdp%2FB08BTQHBSW%2Fref%3Dsr_1_65_sspa%3Fkeywords%3Dsmart%2Btag%26qid%3D1678039158%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,B08BTQHBSW,"tag8 Dolphin Smart Tracker, Mini Bluetooth Tag to Locate Item in Approximate Range, Alternative to GPS Tracker, Works with Android & Apple Device, Key, Bag, Phone & Wallet Finder, Pack 1, Black","₹1,424",231,3.1 out of 5 stars
https://amazon.in//Ajjas-Tracker-Motorcycle-Android-Optimizer/dp/B08NVG81VT/ref=sr_1_66?keywords=smart+tag&qid=1678039158&sr=8-66,B08NVG81VT,"Ajjas - Waterproof GPS Tracker for Bike, Scooty, Car, Bus, Device + 1 Month Sim Data & Free Mobile App (Features with Accident Alert, Anti-Theft Alert, Live Tracking) On-Call Installation Support","₹1,880","1,158",4.4 out of 5 stars
https://amazon.in//Involve-Your-Senses-IONE01-Organic/dp/B00PPY2NB0/ref=sr_1_67?keywords=smart+tag&qid=1678039158&sr=8-67,B00PPY2NB0,"Involve Your Senses One Musk Organic Car Perfume Bar, Involve Your Senses Strong Fiber Air Freshener to Freshen'up Your Car - IONE01-40 g Car Accessories interior car perfumes and fresheners",₹307,"17,012",3.9 out of 5 stars
https://amazon.in//Petsaviour-Stainless-Steel-Personalized-Customised/dp/B09FHX7K98/ref=sr_1_68?keywords=smart+tag&qid=1678039158&sr=8-68,B09FHX7K98,Petsaviour Paw Stainless Steel Personalized Metal Tag Your Smart Pet Tag for Pet Dog and Cat Customised ID (25MM),₹448,4,5.0 out of 5 stars
https://amazon.in//Two-Way-Anti-Lost-Bluetooth-Tracker-Finder/dp/B0B1583R7C/ref=sr_1_69?keywords=smart+tag&qid=1678039158&sr=8-69,B0B1583R7C,3NH® Smart Tag Two-Way Anti-Lost Bluetooth Tracker Child Wallet Key Finder- Pink| 17165,"₹3,349",,
https://amazon.in//SOFTSPUN-Microfiber-Automotive-Cleaning-Polishing/dp/B01N7MBDOP/ref=sr_1_70?keywords=smart+tag&qid=1678039158&sr=8-70,B01N7MBDOP,"SOFTSPUN Microfiber Reusable Round Polishing Pad, 6 Pieces Set (Blue) Multipurpose. Ultra-Soft Application Pads With Finger Band Perfect Cleaning For Car, Bike, Window And More.",₹320,"2,085",4.2 out of 5 stars
https://amazon.in//NFC-Smart-Business-Card-Only/dp/B09P58WHFZ/ref=sr_1_71?keywords=smart+tag&qid=1678039158&sr=8-71,B09P58WHFZ,NFC Smart Business Card (Card Only),₹399,37,3.8 out of 5 stars
https://amazon.in//ZOBRAS-Tracking-Keychain-Anti-Lost-Compatible/dp/B0B238CGB8/ref=sr_1_72?keywords=smart+tag&qid=1678039158&sr=8-72,B0B238CGB8,"ZOBRAS Smart Key Finder Locator, GPS Tracking Device for Kids Pets Keychain Wallet Luggage Anti-Lost Tag Alarm Reminder Selfie Shutter APP Control Compatible iOS Android (1-Piece)",₹299,,
https://amazon.in//HP-Black-Advantage-Cartridge-CZ107AA/dp/B009DD8TJ4/ref=sr_1_73?keywords=smart+tag&qid=1678039158&sr=8-73,B009DD8TJ4,HP 678 Black Ink Advantage Cartridge (CZ107AA),₹892,"20,887",4.1 out of 5 stars
https://amazon.in//boAt-Wave-Call-Dedicated-Multi-Sport/dp/B0B5D39BCD/ref=sr_1_74?keywords=smart+tag&qid=1678039158&sr=8-74,B0B5D39BCD,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69 HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Deep Blue)","₹1,799","22,205",3.8 out of 5 stars
https://amazon.in//Two-Way-Anti-Lost-Bluetooth-Tracker-Finder/dp/B0B1DGC9HD/ref=sr_1_75?keywords=smart+tag&qid=1678039158&sr=8-75,B0B1DGC9HD,3NH® Smart Tag Two-Way Anti-Lost Bluetooth Tracker Child Wallet Key Finder- Pink (Imported Item)48724,"₹3,349",,
https://amazon.in//Microfiber-Cleaning-Hand-Free-Wringing-Hardwood/dp/B0BG2Y15CJ/ref=sr_1_76?keywords=smart+tag&qid=1678039158&sr=8-76,B0BG2Y15CJ,"X-Type Microfiber Floor Cleaning mop and Free 1-Hook, Hand-Free Wash Self Wringing Flat Mop, 360 Degree Dry/Wet Mop for Home Kitchen Hardwood Laminate Wood Tile Floors",₹699,31,4.1 out of 5 stars
https://amazon.in//NV-Waterproof-GPS-Tracker-Warranty/dp/B09HZZTV98/ref=sr_1_77?keywords=smart+tag&qid=1678039158&sr=8-77,B09HZZTV98,NV Prime Car/Bike Waterproof NXT GEN GPS Tracker with 5 Years Warranty,"₹1,599",224,4.3 out of 5 stars
https://amazon.in//Trackzo-Tracker-Device-Battery-Android/dp/B07MKQX5CW/ref=sr_1_78?keywords=smart+tag&qid=1678039158&sr=8-78,B07MKQX5CW,"SeTrack GPS Tracker Device with Android and iOS Mobile App with Engine Lock and Anti Theft Alarm for Car, Bike, Truck and Bus","₹1,599",784,4.3 out of 5 stars
https://amazon.in//BONIFA-Tracking-Keychain-Anti-Lost-Reminder/dp/B0BK1T11R1/ref=sr_1_79?keywords=smart+tag&qid=1678039158&sr=8-79,B0BK1T11R1,BONIFA Smart Key Finder Locator GPS Tracking Device for Kids Boys Girls Pets Cat Dog Keychain Wallet Luggage Anti-Lost Tag Alarm Reminder Selfie Shutter. (1-PC),₹239,1,1.0 out of 5 stars
https://amazon.in//Noise-Advanced-Bluetooth-Brightness-Smartwatch/dp/B0B6BPX5S9/ref=sr_1_80?keywords=smart+tag&qid=1678039158&sr=8-80,B0B6BPX5S9,"Noise Pulse 2 Max Advanced Bluetooth Calling Smart Watch with 1.85'' TFT and 550 Nits Brightness, Smart DND, 10 Days Battery, 100 Sports Mode, Smartwatch for Men and Women - (Midnight Blue)","₹1,999","8,956",4.1 out of 5 stars
https://amazon.in//tag8-Dolphin-Tracker-Genuine-Leather/dp/B09CQ6QQH6/ref=sr_1_81?keywords=smart+tag&qid=1678039158&sr=8-81,B09CQ6QQH6,"tag8 Dolphin Smart Bag Tracker (Genuine Leather) - Wireless Bluetooth Anti-Lost Anti-Theft Alarm Device Tracker with Separation alarm and Location tracking | Switch to Smart Finder for luggage bag, Bagpack, Laptop bag, Suitcase and other bags","₹2,155",29,3.3 out of 5 stars
https://amazon.in//TAGG-Verve-Connect-Smartwatch-Protection/dp/B0B56YNX15/ref=sr_1_81?keywords=smart+tag&qid=1678039162&sr=8-81,B0B56YNX15,"TAGG Verve Connect Ultra 1.78"" AMOLED Display Bluetooth Calling Smartwatch | Always on Display | Password Protection| Functional Crown | 120+ Sports Mode | HR, SPO2, Games, Calculator & More","₹3,199",716,3.9 out of 5 stars
https://amazon.in//Rapidotzz-Compatible-Amazfit-Classic-Samsung/dp/B088P7Q2BW/ref=sr_1_82?keywords=smart+tag&qid=1678039162&sr=8-82,B088P7Q2BW,"Rapidotzz Band Straps - 3 Pcs (Unisex) | Removable Straps ONLY for Amazfit Bip, Amazfit GTS, Galaxy Watch Active 2, Gear S2 Classic, Samsung Gear, Boat, Firebolt, Noise | 20MM Watch Straps | Removable Straps | Free-Size",₹295,"11,130",3.9 out of 5 stars
